Start_Hoehe_m,Fallzeit_s,longitude0,latitude0,longitude,latitude,X_Start,Y_Start,X_Aufprall,Y_Aufprall,Z_Aufprall,VX,VY,VZ,delta_x,delta_y,sigma_mittel
19999.9999980592,1623.2299999986687,-13.8751011933268,28.5097211493474,-13.693005555082381,28.72811802545236,-13.8751011933268,28.5097211493474,17792.747070600046,24284.62461789206,0.0,0.766044442807338,-0.6427876100502613,-9.01372856921653,17806.622171793373,24256.11489674271,30090.445378109427
